source_dataset,relative_path,filename,extension,file_size,width,height,raw_class_name,is_augmented,sha256,phash,error
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/DSC01999.JPG_aug_69aug62.jpg,DSC01999.JPG_aug_69aug62.jpg,.jpg,15118,224,224,Tomato_leaf_yellow_curl_virus,True,232c02af6ced9d5dda5d95832d44f01a25e20f319f8c147414ae3c382bc69255,9cfa63c7d1936442,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/IMG_20251102_160455_aug_48aug105.jpg,IMG_20251102_160455_aug_48aug105.jpg,.jpg,10014,224,224,Tomato_leaf_yellow_curl_virus,True,6b490b6603643f87104c372387d367ed69ee6db0ab0c12beda0ce3e41a6686d1,99b7675cb720ea10,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/IMG_20251102_160553_aug_41aug119.jpg,IMG_20251102_160553_aug_41aug119.jpg,.jpg,13493,224,224,Tomato_leaf_yellow_curl_virus,True,0e6a63da864573ca9381c0844b58850879afc41ff8695041974df7514ab39ffc,9cd2e288eb8f870e,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/IMG_20251102_160553_aug_40aug19.jpg,IMG_20251102_160553_aug_40aug19.jpg,.jpg,13288,224,224,Tomato_leaf_yellow_curl_virus,True,e281d2fd924075f3e727239ff92142a8834e4f2152a091216c4a642f530b7ae7,c987b1c09edad259,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/tj5itxzunn3k_jpg.rf.4aeda27b2535578e718fe6279491d0d4_aug_54aug106.jpg,tj5itxzunn3k_jpg.rf.4aeda27b2535578e718fe6279491d0d4_aug_54aug106.jpg,.jpg,8904,224,224,Tomato_leaf_yellow_curl_virus,True,5851ec6f90286878b1cb4de352d29751a88e1b9bbf0bd960d9fc2d4b77cdd330,d13b1367238073bd,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/art_15017325188173_a24a66_aug_18aug47.jpg,art_15017325188173_a24a66_aug_18aug47.jpg,.jpg,15953,224,224,Tomato_leaf_yellow_curl_virus,True,77ea5728691ccf3f324b08b08712786f60df88ed7769fd40e6ad691ce0c04654,88055ef7462e369b,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/tomato-yellow-leaf-curl-virus-tomato-1aug14.jpg,tomato-yellow-leaf-curl-virus-tomato-1aug14.jpg,.jpg,14216,224,224,Tomato_leaf_yellow_curl_virus,True,56bbe70c0b8c1c19deda21c8d4dab79e11cb6ff3dfa4dc957f219426e0d94f27,90ae60a6f919f78c,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/psyllid-yellows_jpg.rf.1d99aab2f43a840be530ce313eb0c0fd_aug_60aug86.jpg,psyllid-yellows_jpg.rf.1d99aab2f43a840be530ce313eb0c0fd_aug_60aug86.jpg,.jpg,15568,224,224,Tomato_leaf_yellow_curl_virus,True,505632c6bf3a6cfbff514125224b9b5eeab28a7eb34b8150943bf3da2aaa9f61,d9a2664d249a7ed1,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/tomato-yellow-leaf-curl-virus-tomato-1_aug_100aug92.jpg,tomato-yellow-leaf-curl-virus-tomato-1_aug_100aug92.jpg,.jpg,14805,224,224,Tomato_leaf_yellow_curl_virus,True,2bd15b6541197ff649ff15c1711ee27c2ce92542d07b57813c97364b3fec383e,95ba42f48d19c7d4,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/DSC01999-JPG_jpg.rf.700fa6596ab8750ad0f1c47a0defe191_aug_88aug51.jpg,DSC01999-JPG_jpg.rf.700fa6596ab8750ad0f1c47a0defe191_aug_88aug51.jpg,.jpg,14433,224,224,Tomato_leaf_yellow_curl_virus,True,9cb596b12011fc1bc6c8345be04588beca4f6caf11c3e26b4d2e1db96763ee22,c935144f1d39598f,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/psyllid-yellows_jpg.rf.1d99aab2f43a840be530ce313eb0c0fd_aug_62aug67.jpg,psyllid-yellows_jpg.rf.1d99aab2f43a840be530ce313eb0c0fd_aug_62aug67.jpg,.jpg,14030,224,224,Tomato_leaf_yellow_curl_virus,True,68505dc07afe4cde043dff60ff676c45207bd21fb35b8b36bbbb09e6b1a07ef4,9df7331860894aed,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/IMG_20251102_160455_aug_43aug111.jpg,IMG_20251102_160455_aug_43aug111.jpg,.jpg,9318,224,224,Tomato_leaf_yellow_curl_virus,True,999d39f57b33c9c76746c41d8fa7c5a3486dbf45ebea96783d818e1b86b4c3f3,99b76468326fc0ba,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/DSC01999-JPG_jpg.rf.700fa6596ab8750ad0f1c47a0defe191_aug_87aug78.jpg,DSC01999-JPG_jpg.rf.700fa6596ab8750ad0f1c47a0defe191_aug_87aug78.jpg,.jpg,14510,224,224,Tomato_leaf_yellow_curl_virus,True,0c34e6c533bc2b5eb76ffc3d29199d93934a27693ba6f6657f587296c727d4d9,c975140f1d39598f,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/DSC01999-JPG_jpg.rf.700fa6596ab8750ad0f1c47a0defe191_aug_89aug63.jpg,DSC01999-JPG_jpg.rf.700fa6596ab8750ad0f1c47a0defe191_aug_89aug63.jpg,.jpg,14638,224,224,Tomato_leaf_yellow_curl_virus,True,107c00aeaa8af5e6b4334a028363d5009c63c509ea4543603ea8a30a0f4bbe87,9c45691cc86cf4db,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/tomato-yellow-closeup-3_aug_29aug27.jpg,tomato-yellow-closeup-3_aug_29aug27.jpg,.jpg,13818,224,224,Tomato_leaf_yellow_curl_virus,True,9db1bdcb9ba1d83d8c9372acfea6dd3dda5e29793e80ddd8bf0e6e34183e7391,9aa27bfe8678700c,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/DSC01999.JPGaug9.jpg,DSC01999.JPGaug9.jpg,.jpg,18339,224,224,Tomato_leaf_yellow_curl_virus,True,8d8ebd712c3903ff64c318a9469fb51d468bb2d749c5ff107c0adbf68d6c561e,8fdc70e1daa06e54,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/tomato-yellow-leaf-curl-virus-tomato-1_aug_98aug91.jpg,tomato-yellow-leaf-curl-virus-tomato-1_aug_98aug91.jpg,.jpg,13792,224,224,Tomato_leaf_yellow_curl_virus,True,1a653666b8a5745872faf6466b0ab46325d6d57a7eafb1debe533f6e0c6b9183,879ae314ed0b7266,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/psyllid-yellows_jpg.rf.1d99aab2f43a840be530ce313eb0c0fd_aug_59aug77.jpg,psyllid-yellows_jpg.rf.1d99aab2f43a840be530ce313eb0c0fd_aug_59aug77.jpg,.jpg,15268,224,224,Tomato_leaf_yellow_curl_virus,True,4a0e1d82b5c55d4a101a637511e016301537345110e6395ad4e91d5c6d1c733b,cca2664d34dc1f9c,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/tomato-yellow-leaf-curl-virus-tomato-1_aug_101aug95.jpg,tomato-yellow-leaf-curl-virus-tomato-1_aug_101aug95.jpg,.jpg,13997,224,224,Tomato_leaf_yellow_curl_virus,True,dc48909f0b8596e349fe52280af4ec1555948af131d30e90590fe7cac8c64741,959ee207bd0356e2,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/8226402877_9abf151b5b_b_jpg.rf.a2dff27e03c5ab47916df5d873c1590f_aug_75aug74.jpg,8226402877_9abf151b5b_b_jpg.rf.a2dff27e03c5ab47916df5d873c1590f_aug_75aug74.jpg,.jpg,11639,224,224,Tomato_leaf_yellow_curl_virus,True,3880a480673fb20dd41b52de3de1b1985db76c976afc7e44e8baad0779feabe5,d767188d173221bd,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/tj5itxzunn3k_jpg.rf.4aeda27b2535578e718fe6279491d0d4_aug_53aug100.jpg,tj5itxzunn3k_jpg.rf.4aeda27b2535578e718fe6279491d0d4_aug_53aug100.jpg,.jpg,8199,224,224,Tomato_leaf_yellow_curl_virus,True,27483a7e8f1cd531804d8fb2070e1efe485e2a3fdd5e2c36d9b97c269e7ac6f2,8466437372dd63e8,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/DSC01999.JPG_aug_64aug72.jpg,DSC01999.JPG_aug_64aug72.jpg,.jpg,15391,224,224,Tomato_leaf_yellow_curl_virus,True,c8e17c9cc6afe41a7337d33eb7f16ff342c46994c964472c7921c9f88baf9b95,9cfa63c7d1936442,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/DSC01999-JPG_jpg.rf.700fa6596ab8750ad0f1c47a0defe191_aug_86aug71.jpg,DSC01999-JPG_jpg.rf.700fa6596ab8750ad0f1c47a0defe191_aug_86aug71.jpg,.jpg,14143,224,224,Tomato_leaf_yellow_curl_virus,True,bf48f07684bbf53fcc465f3d9bd8bb764c059748a2d9551cc8a1d583177843be,9d60415a587d5cdb,
tomato_pakistan,Tomato Dataset/Augmented Dataset/test/Tomato_leaf_yellow_curl_virus/TYLCV-tomate-DB-445-171_jpg.rf.9d70326900dd981ab5d49063b0d644f0_aug_26aug18.jpg,TYLCV-tomate-DB-445-171_jpg.rf.9d70326900dd981ab5d49063b0d644f0_aug_26aug18.jpg,.jpg,13355,224,224,Tomato_leaf_yellow_curl_virus,True,45b34122d5f3651e4f34ec75c03caa0df9651feb3525fb43d09573dbddda06af,f50a6eb954529971,
